accuracy,balanced_accuracy,f1_macro,f1_weighted,mcc,precision_macro,recall_macro,recall_Normal,recall_Imbalance,recall_Horiz_Misalign,recall_Vert_Misalign,recall_Ball_Fault,recall_Outer_Race,roc_auc_ovr_macro,pr_auc_macro,repeat,fold
0.28431372549019607,0.16666666666666666,0.07379134860050891,0.1258793593773387,0.0,0.04738562091503268,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.16666666666666666,0,0
0.28452830188679246,0.16666666666666666,0.07383470426948688,0.12604837815666364,0.0,0.04742138364779874,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.16666666666666666,0,1
0.28452830188679246,0.16666666666666666,0.07383470426948688,0.12604837815666364,0.0,0.04742138364779874,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.16666666666666666,0,2
0.283987915407855,0.16666666666666666,0.07372549019607844,0.1256228896392394,0.0,0.047331319234642504,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.16666666666666666,0,3
0.2837735849056604,0.16666666666666666,0.07368214775622182,0.12545428327398978,0.0,0.04729559748427673,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.16666666666666666,0,4
0.2837735849056604,0.16666666666666666,0.07368214775622182,0.12545428327398978,0.0,0.04729559748427673,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.16666666666666666,1,0
0.28452830188679246,0.16666666666666666,0.07383470426948688,0.12604837815666364,0.0,0.04742138364779874,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.16666666666666666,1,1
0.2837735849056604,0.16666666666666666,0.07368214775622182,0.12545428327398978,0.0,0.04729559748427673,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.16666666666666666,1,2
0.28452830188679246,0.16666666666666666,0.07383470426948688,0.12604837815666364,0.0,0.04742138364779874,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.16666666666666666,1,3
0.28452830188679246,0.16666666666666666,0.07383470426948688,0.12604837815666364,0.0,0.04742138364779874,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.16666666666666666,1,4
0.2837735849056604,0.16666666666666666,0.07368214775622182,0.12545428327398978,0.0,0.04729559748427673,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.16666666666666666,2,0
0.28452830188679246,0.16666666666666666,0.07383470426948688,0.12604837815666364,0.0,0.04742138364779874,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.16666666666666666,2,1
0.28452830188679246,0.16666666666666666,0.07383470426948688,0.12604837815666364,0.0,0.04742138364779874,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.16666666666666666,2,2
0.2837735849056604,0.16666666666666666,0.07368214775622182,0.12545428327398978,0.0,0.04729559748427673,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.16666666666666666,2,3
0.28452830188679246,0.16666666666666666,0.07383470426948688,0.12604837815666364,0.0,0.04742138364779874,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.16666666666666666,2,4
0.28452830188679246,0.16666666666666666,0.07383470426948688,0.12604837815666364,0.0,0.04742138364779874,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.16666666666666666,3,0
0.2837735849056604,0.16666666666666666,0.07368214775622182,0.12545428327398978,0.0,0.04729559748427673,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.16666666666666666,3,1
0.2837735849056604,0.16666666666666666,0.07368214775622182,0.12545428327398978,0.0,0.04729559748427673,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.16666666666666666,3,2
0.28452830188679246,0.16666666666666666,0.07383470426948688,0.12604837815666364,0.0,0.04742138364779874,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.16666666666666666,3,3
0.28452830188679246,0.16666666666666666,0.07383470426948688,0.12604837815666364,0.0,0.04742138364779874,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.16666666666666666,3,4
0.28452830188679246,0.16666666666666666,0.07383470426948688,0.12604837815666364,0.0,0.04742138364779874,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.16666666666666666,4,0
0.28431372549019607,0.16666666666666666,0.07379134860050891,0.1258793593773387,0.0,0.04738562091503268,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.16666666666666666,4,1
0.2837735849056604,0.16666666666666666,0.07368214775622182,0.12545428327398978,0.0,0.04729559748427673,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.16666666666666666,4,2
0.28452830188679246,0.16666666666666666,0.07383470426948688,0.12604837815666364,0.0,0.04742138364779874,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.16666666666666666,4,3
0.283987915407855,0.16666666666666666,0.07372549019607844,0.1256228896392394,0.0,0.047331319234642504,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.16666666666666666,4,4
0.28431372549019607,0.16666666666666666,0.07379134860050891,0.1258793593773387,0.0,0.04738562091503268,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.16666666666666666,5,0
0.28452830188679246,0.16666666666666666,0.07383470426948688,0.12604837815666364,0.0,0.04742138364779874,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.16666666666666666,5,1
0.2837735849056604,0.16666666666666666,0.07368214775622182,0.12545428327398978,0.0,0.04729559748427673,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.16666666666666666,5,2
0.2837735849056604,0.16666666666666666,0.07368214775622182,0.12545428327398978,0.0,0.04729559748427673,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.16666666666666666,5,3
0.2847432024169184,0.16666666666666666,0.07387811091514795,0.12621773934294914,0.0,0.047457200402819734,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.16666666666666666,5,4
0.28452830188679246,0.16666666666666666,0.07383470426948688,0.12604837815666364,0.0,0.04742138364779874,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.16666666666666666,6,0
0.2837735849056604,0.16666666666666666,0.07368214775622182,0.12545428327398978,0.0,0.04729559748427673,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.16666666666666666,6,1
0.28431372549019607,0.16666666666666666,0.07379134860050891,0.1258793593773387,0.0,0.04738562091503268,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.16666666666666666,6,2
0.28452830188679246,0.16666666666666666,0.07383470426948688,0.12604837815666364,0.0,0.04742138364779874,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.16666666666666666,6,3
0.283987915407855,0.16666666666666666,0.07372549019607844,0.1256228896392394,0.0,0.047331319234642504,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.16666666666666666,6,4
0.2837735849056604,0.16666666666666666,0.07368214775622182,0.12545428327398978,0.0,0.04729559748427673,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.16666666666666666,7,0
0.2837735849056604,0.16666666666666666,0.07368214775622182,0.12545428327398978,0.0,0.04729559748427673,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.16666666666666666,7,1
0.28431372549019607,0.16666666666666666,0.07379134860050891,0.1258793593773387,0.0,0.04738562091503268,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.16666666666666666,7,2
0.28452830188679246,0.16666666666666666,0.07383470426948688,0.12604837815666364,0.0,0.04742138364779874,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.16666666666666666,7,3
0.2847432024169184,0.16666666666666666,0.07387811091514795,0.12621773934294914,0.0,0.047457200402819734,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.16666666666666666,7,4
